repatri_case_id,site,created_at,mes,case_result,cust_id,payment_id,monto_ars,product_type,product_method,banco_origen,tiene_adjunto,tiene_denuncia,tipo_fraude,ai_response
2422927,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,120650864,160591076270,100,bank_transfer,cvu,,NO,NO,,
2422524,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,1314231216,160862440258,1000000,bank_transfer,cvu,ICBC_MLA,SI,NO,,
2421953,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,1281645702,157404118532,64000,bank_transfer,cvu,PREX_MLA,SI,NO,,
2422000,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,653693760,159919562588,100000,bank_transfer,cvu,BANCO_DE_LA_PROVINCIA_DE_BUENOS_AIRES_MLA,NO,NO,,
2422486,MLA,2026-05-26,5,NO_BALANCE,1690761188,160035345597,999232.11,bank_transfer,cvu,,SI,NO,,
2421988,MLA,2026-05-26,5,NO_BALANCE,543636107,160585139720,697000,bank_transfer,cvu,PREX_MLA,SI,NO,,
2422020,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,2912392602,160845969136,190000,bank_transfer,cvu,PERSONAL_PAY_MLA,NO,NO,,
2422193,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,69998960,160997006368,110000,bank_transfer,cvu,SANTANDER_MLA,NO,NO,,
2422194,MLA,2026-05-26,5,NO_BALANCE,776197228,160454638982,50000,bank_transfer,cvu,SANTANDER_MLA,NO,NO,,
2422931,MLA,2026-05-26,5,NO_BALANCE,3166412362,160818657884,100000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,SI,phishing whatsapp / toma de control de dispositivo,"```json
{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""phishing whatsapp / toma de control de dispositivo"",
  ""resumen"": ""La víctima fue engañada mediante una llamada de WhatsApp por una supuesta operadora de supermercados Dia, quien la indujo a compartir la pantalla de su celular, logrando sustraerle dinero mediante transferencias desde sus cuentas bancarias."",
  ""montos"": [
    ""$138.000"",
    ""$100.000"",
    ""$38.000""
  ],
  ""instituciones"": [
    ""Banco Nación"",
    ""Banco Provincia (Cuenta DNI)"",
    ""Supermercados Dia""
  ]
}
```"
2422255,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,2303698334,160224999568,228000,bank_transfer,cvu,BANCO_DE_CORRIENTES_MLA,SI,NO,,
2422464,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,734411311,160681732794,327236.64,bank_transfer,cvu,MACRO_MLA,NO,NO,,
2422549,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,1155107714,159981925457,8000,bank_transfer,cvu,NARANJA_X_MLA,SI,SI,transferencia no reconocida,"{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""transferencia no reconocida"",
  ""resumen"": ""El denunciante se presentó a realizar un reclamo por una transferencia que no realizó."",
  ""montos"": [],
  ""instituciones"": [
    ""Tarjeta Naranja""
  ]
}"
2422710,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,2399732704,160736712426,50000,bank_transfer,cvu,BRUBANK_MLA,NO,NO,,
2422779,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,1159154507,160210339829,690000,bank_transfer,cvu,PREX_MLA,SI,NO,,
2422714,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,1141086056,160806146540,790000,bank_transfer,cvu,BANCO_DE_LA_PROVINCIA_DE_BUENOS_AIRES_MLA,NO,NO,,
2422739,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,1088155609,160147112386,800000,bank_transfer,cvu,BANCO_DE_LA_PROVINCIA_DE_BUENOS_AIRES_MLA,NO,NO,,
2422925,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,3365258044,160161843674,450000,bank_transfer,cvu,SANTANDER_MLA,NO,NO,,
2421927,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,1569994643,159726264353,165200,bank_transfer,cvu,BANCO_DE_CORRIENTES_MLA,SI,NO,,
2421999,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,1172235797,159880846508,311400,bank_transfer,cvu,GALICIA_MLA,NO,NO,,
2422864,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,721625567,159263791601,40000,bank_transfer,cvu,WILOBANK_MLA,NO,NO,,
2422868,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,147219755,158818667741,41800,bank_transfer,cvu,WILOBANK_MLA,NO,NO,,
2422880,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,741177592,158790489728,20000,bank_transfer,cvu,WILOBANK_MLA,NO,NO,,
2422883,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,1267725838,158501762764,17000,bank_transfer,cvu,UALA_MLA,NO,NO,,
2422871,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,52238570,159177411422,30000,bank_transfer,cvu,UALA_MLA,NO,NO,,
2422902,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,157924539,160243776954,30000,bank_transfer,cvu,,NO,NO,,
2422897,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,762125600,157802275475,5000,bank_transfer,cvu,WILOBANK_MLA,NO,NO,,
2422846,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,3155296720,159946714583,550000,bank_transfer,cvu,CLARO_PAY_MLA,NO,NO,,
2422849,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,3102226014,161093971866,5000,bank_transfer,cvu,CONEXION_DE_ALTURA_SA_MLA,NO,NO,,
2422855,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,2691989168,160698245522,400000,bank_transfer,cvu,CLARO_PAY_MLA,NO,NO,,
2422930,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,6703453,156484843261,500000,bank_transfer,cvu,PATAGONIA_MLA,SI,NO,,
2422702,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,236711287,159724679015,300000,bank_transfer,cvu,,NO,NO,,
2422385,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,2531072332,159992866877,2000,bank_transfer,cvu,BANCOR_MLA,NO,NO,,
2422589,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,439312720,161095724438,76000,bank_transfer,cvu,BANCOR_MLA,NO,NO,,
2422837,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,1426136278,160569906204,200000,bank_transfer,cvu,MACRO_MLA,NO,NO,,
2422110,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,664386454,159750476393,990000,bank_transfer,cvu,PERSONAL_PAY_MLA,NO,NO,,
2421990,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,1274357522,151216328352,53000,bank_transfer,cvu,PREX_MLA,SI,NO,,
2422183,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,1344270427,148509774226,366000,bank_transfer,cvu,,SI,NO,,
2422090,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,80666642,153424557003,200000,bank_transfer,cvu,,SI,NO,,
2422036,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,273483763,154109245310,50000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2422098,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,2188783504,154104667374,40000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,NO,NO,,
2422154,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,289971413,158324794609,200000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2422437,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,167941102,160665284834,66700,bank_transfer,cvu,BANCO_DE_CORRIENTES_MLA,SI,NO,,
2422535,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,2121651474,161094919418,180000,bank_transfer,cvu,PATAGONIA_MLA,SI,NO,,
2422399,MLA,2026-05-26,5,NO_INDICATION_OF_FRAUD,1221489708,158252227834,50000,bank_transfer,cvu,BRUBANK_MLA,NO,NO,,
2422890,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,181096153,158247348015,110000,bank_transfer,cvu,UALA_MLA,NO,NO,,
2422873,MLA,2026-05-26,5,USER_REFUSES_TO_REFUND,195090727,158992366998,40000,bank_transfer,cvu,WILOBANK_MLA,NO,NO,,
2411146,MLA,2026-05-19,5,,459432231,159407351710,500000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,NO,NO,,
2410670,MLA,2026-05-19,5,,90438722,158716636781,100000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2410575,MLA,2026-05-19,5,,586188958,159482925978,40000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2410628,MLA,2026-05-19,5,NO_BALANCE,510482625,158330368045,10000,bank_transfer,cvu,CLARO_PAY_MLA,SI,NO,,
2410783,MLA,2026-05-19,5,NO_BALANCE,1360078274,158981071423,19945,bank_transfer,cvu,NARANJA_X_MLA,NO,NO,,
2410896,MLA,2026-05-19,5,NO_BALANCE,2685332474,154920637121,500000,bank_transfer,cvu,NARANJA_X_MLA,SI,SI,estafa en compraventa de vehículo,"{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""estafa en compraventa de vehículo"",
  ""resumen"": ""El denunciante fue estafado al realizar múltiples pagos y transferencias para la compra de un vehículo que nunca le fue entregado, recibiendo amenazas posteriores."",
  ""montos"": [
    ""$3.300.000"",
    ""$500.000"",
    ""$200.000"",
    ""$50.000""
  ],
  ""instituciones"": [
    ""Ministerio Público Fiscal Provincia de Mendoza"",
    ""YPF"",
    ""WhatsApp""
  ]
}"
2411069,MLA,2026-05-19,5,NO_BALANCE,2685332474,154931142961,500000,bank_transfer,cvu,NARANJA_X_MLA,SI,SI,estafa en compraventa de vehículo,"```json
{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""estafa en compraventa de vehículo"",
  ""resumen"": ""El denunciante transfirió y entregó dinero en efectivo para la compra de un vehículo falso y el pago de supuestos trámites, sin recibir el rodado y sufriendo amenazas."",
  ""montos"": [
    ""$3.300.000"",
    ""$500.000"",
    ""$200.000"",
    ""$50.000""
  ],
  ""instituciones"": [
    ""Ministerio Público Fiscal de Mendoza"",
    ""WhatsApp""
  ]
}
```"
2410715,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,1763387007,159176255489,45000,bank_transfer,cvu,SANTANDER_MLA,NO,NO,,
2410662,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,1344163990,159946907734,653564,bank_transfer,cvu,PREX_MLA,SI,NO,,
2410367,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,212023675,158661331253,70000,bank_transfer,cvu,SUPERVIELLE_MLA,NO,NO,,
2411068,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,3120171970,159911091482,21000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,NO,NO,,
2410607,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,1353521236,158529259993,435000,bank_transfer,cvu,SANTANDER_MLA,NO,NO,,
2410823,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,3222518907,151875253371,2560,bank_transfer,cvu,MACRO_MLA,SI,NO,,
2410771,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,656646398,158517085687,90000,bank_transfer,cvu,CLARO_PAY_MLA,SI,SI,suplantación de identidad en WhatsApp,"```json
{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""suplantación de identidad en WhatsApp"",
  ""resumen"": ""El denunciante fue engañado vía WhatsApp por un estafador que se hizo pasar por su hija para solicitarle múltiples transferencias bancarias."",
  ""montos"": [
    ""ARS 7543"",
    ""ARS 3068"",
    ""$871.000"",
    ""$1.871.000"",
    ""$1.000.000"",
    ""$1.541.000"",
    ""$3.412.000"",
    ""USD 20.000"",
    ""$1.846.000"",
    ""$720.000"",
    ""$700.000"",
    ""$4.112.000""
  ],
  ""instituciones"": [
    ""Banco Macro"",
    ""Claro Pay"",
    ""New Finance"",
    ""WhatsApp""
  ]
}
```"
2410821,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,1421262132,151702646464,2100,bank_transfer,cvu,MACRO_MLA,SI,NO,,
2410756,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,1354804267,159876772324,170000,bank_transfer,cvu,BANCO_DE_LA_PROVINCIA_DE_BUENOS_AIRES_MLA,NO,NO,,
2410770,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,196172383,159305909806,102000,bank_transfer,cvu,CLARO_PAY_MLA,SI,SI,suplantación de identidad en WhatsApp,"{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""suplantación de identidad en WhatsApp"",
  ""resumen"": ""El denunciante fue engañado mediante WhatsApp por un estafador que se hizo pasar por su hija para solicitarle múltiples transferencias de dinero."",
  ""montos"": [
    ""ARS 3068"",
    ""ARS 7543"",
    ""$871.000"",
    ""$1.871.000"",
    ""$1.000.000"",
    ""$1.541.000"",
    ""$3.412.000"",
    ""USD 20.000"",
    ""$1.846.000"",
    ""$720.000"",
    ""$700.000"",
    ""$4.112.000""
  ],
  ""instituciones"": [
    ""Banco Macro"",
    ""Claro Pay"",
    ""New Finance"",
    ""WhatsApp""
  ]
}"
2410777,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,1302076305,159871790500,90000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,NO,NO,,
2410810,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,433524068,159226847373,66000,bank_transfer,cvu,SUPERVIELLE_MLA,NO,NO,,
2410762,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,2698663994,158793958000,786000,bank_transfer,cvu,CLARO_PAY_MLA,NO,NO,,
2410824,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,2473092485,152445284331,5000,bank_transfer,cvu,MACRO_MLA,SI,NO,,
2410798,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,1035862262,159092212551,721000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,NO,NO,,
2411132,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,661314993,159119086289,2000000,bank_transfer,cvu,SANTANDER_MLA,NO,NO,,
2411160,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,1165102939,159151387675,396,bank_transfer,cvu,NARANJA_X_MLA,SI,SI,estafa por videollamada,"{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""estafa por videollamada"",
  ""resumen"": ""El denunciante declara haber recibido una videollamada sospechosa de manera repentina tras un bloqueo previo."",
  ""montos"": [],
  ""instituciones"": [
    ""Policía de la Provincia de Santa Fe"",
    ""Comisaría Primera de Coronda""
  ]
}"
2410740,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,753670923,159870664998,490000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,NO,NO,,
2410978,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,291487913,159980557328,50000,bank_transfer,cvu,BANCO_DE_LA_PROVINCIA_DE_BUENOS_AIRES_MLA,SI,NO,,
2411390,MLA,2026-05-19,5,NO_INDICATION_OF_FRAUD,1021067600,159578527232,81000,bank_transfer,cvu,BANCOR_MLA,NO,NO,,
2410625,MLA,2026-05-19,5,USER_REFUSES_TO_REFUND,2261240438,151285641237,70000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2410778,MLA,2026-05-19,5,USER_REFUSES_TO_REFUND,709319185,159075530831,100000,bank_transfer,cvu,BBVA_MLA,NO,NO,,
2410626,MLA,2026-05-19,5,USER_REFUSES_TO_REFUND,152517163,158499071159,600000,bank_transfer,cvu,GALICIA_MLA,NO,NO,,
2410621,MLA,2026-05-19,5,USER_REFUSES_TO_REFUND,1642154739,159333805320,443339,bank_transfer,cvu,GALICIA_MLA,NO,NO,,
2410624,MLA,2026-05-19,5,USER_REFUSES_TO_REFUND,1162699869,159352656352,35000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2410640,MLA,2026-05-19,5,USER_REFUSES_TO_REFUND,433352173,158589774617,72350,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2410757,MLA,2026-05-19,5,USER_REFUSES_TO_REFUND,43480761,158211228381,560000,bank_transfer,cvu,GALICIA_MLA,SI,NO,,
2410700,MLA,2026-05-19,5,USER_REFUSES_TO_REFUND,54049966,158833478693,104618.25,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2410638,MLA,2026-05-19,5,USER_REFUSES_TO_REFUND,207043795,158686694890,82610,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,NO,NO,,
2411310,MLA,2026-05-19,5,USER_REFUSES_TO_REFUND,61987875,158924652453,20000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2411253,MLA,2026-05-19,5,USER_REFUSES_TO_REFUND,1293787274,156652653926,88000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2410615,MLA,2026-05-19,5,USER_REFUSES_TO_REFUND,495162837,158538871839,150000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2419919,MLA,2026-05-24,5,NO_BALANCE,307157541,154413043537,250000,bank_transfer,cvu,PREX_MLA,NO,NO,,
2419509,MLA,2026-05-24,5,NO_INDICATION_OF_FRAUD,1073881696,159472840677,25000,bank_transfer,cvu,SUPERVIELLE_MLA,NO,NO,,
2419550,MLA,2026-05-24,5,NO_INDICATION_OF_FRAUD,1099953532,158986786760,38000,bank_transfer,cvu,CLARO_PAY_MLA,NO,NO,,
2419848,MLA,2026-05-24,5,NO_INDICATION_OF_FRAUD,202551230,159643849597,60000,bank_transfer,cvu,BANCO_DE_LA_PROVINCIA_DE_BUENOS_AIRES_MLA,NO,NO,,
2420107,MLA,2026-05-24,5,NO_INDICATION_OF_FRAUD,1019112465,160345041028,227468,bank_transfer,cvu,BANCO_DE_LA_PROVINCIA_DE_BUENOS_AIRES_MLA,SI,NO,,
2420073,MLA,2026-05-24,5,NO_INDICATION_OF_FRAUD,2273186819,159813325173,120000,bank_transfer,cvu,BANCO_DE_LA_PROVINCIA_DE_BUENOS_AIRES_MLA,NO,NO,,
2420039,MLA,2026-05-24,5,NO_INDICATION_OF_FRAUD,1339377528,159967674285,98500,bank_transfer,cvu,NARANJA_X_MLA,SI,SI,phishing whatsapp,"```json
{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""phishing whatsapp"",
  ""resumen"": ""El denunciante transfirió dinero engañado por un mensaje de WhatsApp de un amigo cuya cuenta había sido hackeada."",
  ""montos"": [
    ""$128.500""
  ],
  ""instituciones"": [
    ""Policía de Río Negro"",
    ""Movistar"",
    ""Comisaría 21 - Gral. Roca""
  ]
}
```"
2420019,MLA,2026-05-24,5,NO_INDICATION_OF_FRAUD,1187447560,160423205872,1770000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,NO,NO,,
2419924,MLA,2026-05-24,5,NO_INDICATION_OF_FRAUD,1221326902,159673479030,49000,bank_transfer,cvu,CLARO_PAY_MLA,NO,NO,,
2419889,MLA,2026-05-24,5,NO_INDICATION_OF_FRAUD,81203042,154320513161,2500000,bank_transfer,cvu,BBVA_MLA,NO,NO,,
2419791,MLA,2026-05-24,5,NO_INDICATION_OF_FRAUD,2275206925,159997732761,7500,bank_transfer,cvu,,NO,NO,,
2419814,MLA,2026-05-24,5,NO_INDICATION_OF_FRAUD,185170968,160779706388,850000,bank_transfer,cvu,,SI,NO,,
2419912,MLA,2026-05-24,5,NO_INDICATION_OF_FRAUD,1279527056,148843946534,500000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,NO,NO,,
2419847,MLA,2026-05-24,5,USER_REFUSES_TO_REFUND,456029807,150458734927,10000,bank_transfer,cvu,BBVA_MLA,NO,NO,,
2418084,MLA,2026-05-23,5,NO_INDICATION_OF_FRAUD,1064782458,160504372918,180000,bank_transfer,cvu,NARANJA_X_MLA,SI,SI,estafa alquiler falso,"{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""estafa alquiler falso"",
  ""resumen"": ""La denunciante fue estafada al intentar alquilar un departamento contactado por Facebook, transfiriendo dinero en concepto de reserva, seguro de caución y honorarios a un falso propietario."",
  ""montos"": [
    ""$65.000"",
    ""$30.000"",
    ""$35.000"",
    ""$145.000"",
    ""$150.000"",
    ""$160.000""
  ],
  ""instituciones"": [
    ""Policía de la Ciudad"",
    ""Ministerio Público Fiscal"",
    ""Facebook"",
    ""WhatsApp""
  ]
}"
2418154,MLA,2026-05-23,5,NO_INDICATION_OF_FRAUD,97885647,154482822933,5000,bank_transfer,cvu,SUPERVIELLE_MLA,NO,NO,,
2418673,MLA,2026-05-23,5,NO_INDICATION_OF_FRAUD,447434882,159878067539,634021,bank_transfer,cvu,MACRO_MLA,NO,NO,,
2418155,MLA,2026-05-23,5,NO_INDICATION_OF_FRAUD,2507474965,154482322717,5000,bank_transfer,cvu,,NO,NO,,
2403030,MLA,2026-05-14,5,USER_REFUSES_TO_REFUND,1154663185,157616069451,18000,bank_transfer,cvu,UALA_MLA,NO,NO,,
2402981,MLA,2026-05-14,5,NO_BALANCE,2613596722,157088331385,500000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,SI,estafa genérica,"{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""estafa genérica"",
  ""resumen"": ""Constancia de denuncia formulada por Edit Mercedes Pucciarelli por el delito de estafa genérica."",
  ""montos"": [],
  ""instituciones"": [
    ""Ministerio Público Fiscal de Mendoza"",
    ""Oficina Fiscal San Martín""
  ]
}"
2402895,MLA,2026-05-14,5,USER_REFUSES_TO_REFUND,430846994,151563962563,420000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2402939,MLA,2026-05-14,5,USER_REFUSES_TO_REFUND,354246741,157528354049,16000,bank_transfer,cvu,GALICIA_MLA,NO,NO,,
2402964,MLA,2026-05-14,5,USER_REFUSES_TO_REFUND,35143148,156086627381,50000,bank_transfer,cvu,WILOBANK_MLA,NO,NO,,
2403089,MLA,2026-05-14,5,NO_BALANCE,1620521954,159106450734,1776100,bank_transfer,cvu,BBVA_MLA,SI,NO,,
2403033,MLA,2026-05-14,5,USER_REFUSES_TO_REFUND,808364093,158317828601,253000,bank_transfer,cvu,UALA_MLA,NO,NO,,
2402824,MLA,2026-05-14,5,USER_REFUSES_TO_REFUND,118015029,158965718726,60000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2403035,MLA,2026-05-14,5,USER_REFUSES_TO_REFUND,375999180,158848323882,61800,bank_transfer,cvu,UALA_MLA,NO,NO,,
2402803,MLA,2026-05-14,5,USER_REFUSES_TO_REFUND,1397138215,151457015229,30000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2402904,MLA,2026-05-14,5,USER_REFUSES_TO_REFUND,181755563,152535624878,697500,bank_transfer,cvu,,SI,NO,,
2402873,MLA,2026-05-14,5,NO_INDICATION_OF_FRAUD,3362496680,158276847057,100000,bank_transfer,cvu,BRUBANK_MLA,SI,NO,,
2402884,MLA,2026-05-14,5,NO_BALANCE,1753742320,156228579153,340000,bank_transfer,cvu,BANCO_DE_CORRIENTES_MLA,SI,NO,,
2403031,MLA,2026-05-14,5,USER_REFUSES_TO_REFUND,233439035,158637384594,100000,bank_transfer,cvu,UALA_MLA,NO,NO,,
2402752,MLA,2026-05-14,5,NO_INDICATION_OF_FRAUD,1089672633,159171135784,200000,bank_transfer,cvu,MACRO_MLA,NO,NO,,
2402929,MLA,2026-05-14,5,NO_INDICATION_OF_FRAUD,1816983434,158958928070,100000,bank_transfer,cvu,SANTANDER_MLA,NO,NO,,
2403190,MLA,2026-05-14,5,NO_INDICATION_OF_FRAUD,326149285,159073710656,30000,bank_transfer,cvu,BANCO_CIUDAD_MLA,SI,NO,,
2403344,MLA,2026-05-14,5,NO_INDICATION_OF_FRAUD,1735298400,158357081131,1700,bank_transfer,cvu,CLARO_PAY_MLA,NO,NO,,
2403322,MLA,2026-05-14,5,NO_INDICATION_OF_FRAUD,767247028,158853144662,8500,bank_transfer,cvu,CLARO_PAY_MLA,NO,NO,,
2403326,MLA,2026-05-14,5,NO_INDICATION_OF_FRAUD,465470856,158081567297,7600,bank_transfer,cvu,CLARO_PAY_MLA,NO,NO,,
2403298,MLA,2026-05-14,5,NO_INDICATION_OF_FRAUD,628288255,158376827251,260379.01,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,NO,NO,,
2403448,MLA,2026-05-14,5,NO_INDICATION_OF_FRAUD,529355701,157736153045,165000,bank_transfer,cvu,SANTANDER_MLA,NO,NO,,
2403484,MLA,2026-05-14,5,NO_BALANCE,3287676809,154714004788,150000,bank_transfer,cvu,MACRO_MLA,SI,SI,vishing,"```json
{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""vishing"",
  ""resumen"": ""La denunciante recibió una llamada por WhatsApp de alguien que se hizo pasar por empleado del Banco Macro, quien le indicó realizar una transferencia mediante Pago Fácil y luego desconoció varias transferencias realizadas desde su cuenta sueldo."",
  ""montos"": [
    ""$900.000"",
    ""90.000"",
    ""150.000"",
    ""150.000"",
    ""150.00"",
    ""500.000"",
    ""200.000"",
    ""900.000"",
    ""900.000""
  ],
  ""instituciones"": [
    ""BANCO MACRO"",
    ""PAGO FACIL""
  ]
}
```"
2403216,MLA,2026-05-14,5,NO_INDICATION_OF_FRAUD,721394699,155464185925,1000000,bank_transfer,cvu,,SI,NO,,
2403555,MLA,2026-05-14,5,NO_INDICATION_OF_FRAUD,766289930,153107982492,50000,bank_transfer,cvu,MACRO_MLA,NO,NO,,
2402801,MLA,2026-05-14,5,NO_INDICATION_OF_FRAUD,239977142,158309959388,900000,bank_transfer,cvu,MACRO_MLA,NO,NO,,
2402779,MLA,2026-05-14,5,NO_INDICATION_OF_FRAUD,2604106759,158228413051,300000,bank_transfer,cvu,,NO,NO,,
2403346,MLA,2026-05-14,5,NO_INDICATION_OF_FRAUD,1491452640,158873206358,500000,bank_transfer,cvu,CLARO_PAY_MLA,NO,NO,,
2403092,MLA,2026-05-14,5,NO_INDICATION_OF_FRAUD,770003772,158201756257,119400,bank_transfer,cvu,NARANJA_X_MLA,SI,SI,phishing whatsapp,"```json
{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""phishing whatsapp"",
  ""resumen"": ""La víctima fue engañada a través de WhatsApp por alguien que se hizo pasar por su hijo, solicitándole transferencias y pagos, y luego se registraron movimientos y préstamos no autorizados en su cuenta."",
  ""montos"": [
    ""$119.496"",
    ""$790.000"",
    ""$119.400"",
    ""$508.499"",
    ""$35.847"",
    ""$338.834""
  ],
  ""instituciones"": [
    ""Mercado Pago"",
    ""Tarjeta Naranja"",
    ""Mercado Libre""
  ]
}
```"
